ENTRY,DELTAG,UNCERTAINTY,REASON ENERGY COULD NOT BE ESTIMATED
R00001,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06442,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06443,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06445,Not calculated,Not calculated,Atoms imbalanced
R06446,Not calculated,Not calculated,Charge imbalanced
R06447,-91,4.67521,
R06448,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06449,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06450,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06451,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06452,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06453,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06454,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R06455,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06456,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06457,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06458,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06459,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06460,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06461,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06462,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06463,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06464,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06465,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R06466,-120.3,13.0707,
R06467,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R06468,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R06469,-121.63,12.9958,
R06470,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R06471,-122.3,12.9516,
R06472,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06473,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06474,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06475,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06476,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06477,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06478,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06479,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06480,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06481,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06482,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06483,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06484,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06485,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06486,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06487,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06488,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06489,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06490,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06491,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06492,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06493,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06494,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06495,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06496,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06497,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06498,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06499,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06500,3.113,0.692797,
R06501,-79.9897,0.663897,
R06502,-9.64,0.838,
R06503,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06504,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06505,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06506,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06510,8.678,3.79857,
R06511,-8.166,4.99793,
R06512,-8.166,4.99793,
R06513,-13.897,0.681919,
R06514,0,2,
R06515,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06516,Not calculated,Not calculated,Charge imbalanced
R06517,9.006,1.21096,
R06518,-14.763,0.773539,
R06519,Not calculated,Not calculated,Involves unknown structures
R06520,-2.317,0.735634,
R06521,-2.317,0.735634,
R06522,-2.317,0.735634,
R06523,-40.78,3.68755,
R06524,-4.36,2.22091,
R06525,-94.3867,1.28103,
R06526,-94.3867,1.28103,
R06527,Not calculated,Not calculated,Involves unknown structures
R06528,-14.763,0.773539,
R06529,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06530,-3.09,0.5417,
R06531,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R06532,-12.587,1.15999,
R06533,-12.587,1.15999,
R06534,-0.87,1.12069,
R06535,-0.87,1.12069,
R06536,-1.7,0.632032,
R06537,-95.8267,1.31456,
R06538,-95.8267,1.31456,
R06539,-120.407,1.62729,
R06540,-121.917,1.01059,
R06541,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06542,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06543,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06544,-3.614,1.17862,
R06545,-3.614,1.17862,
R06546,-1.7,0.632032,
R06547,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06548,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06549,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06550,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06551,-121.157,1.17201,
R06553,Not calculated,Not calculated,Charge imbalanced
R06554,Not calculated,Not calculated,Charge imbalanced
R06556,-8.37,1.84062,
R06557,-191.653,2.62911,
R06558,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06559,-191.653,2.62911,
R06560,-95.8267,1.31456,
R06561,-95.8267,1.31456,
R06562,-1.51,1.16536,
R06563,-1.51,1.16536,
R06564,-4.36,2.22091,
R06565,Not calculated,Not calculated,Atoms imbalanced
R06568,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06569,4.046,1.52188,
R06570,-3.67,1.09642,
R06571,-3.67,1.09642,
R06572,-95.8267,1.31456,
R06573,-95.8267,1.31456,
R06574,-4.36,2.22091,
R06575,-4.36,2.22091,
R06576,-4.36,2.22091,
R06577,-4.36,2.22091,
R06578,-4.36,2.22091,
R06579,Not calculated,Not calculated,Atoms imbalanced
R06580,Not calculated,Not calculated,Atoms imbalanced
R06582,-95.8267,1.31456,
R06583,-2.486,1.23168,
R06584,Not calculated,Not calculated,Atoms imbalanced
R06585,Not calculated,Not calculated,Involves unknown structures
R06586,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06587,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06588,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R06589,-0.89,0.608878,
R06590,-10.82,2.91099,
R06591,2.473,1.67283,
R06592,-16.934,1.12916,
R06593,-8.477,0.974976,
R06594,2.3,1.11438,
R06595,-23.657,1.43825,
R06597,Not calculated,Not calculated,Charge imbalanced
R06598,Not calculated,Not calculated,Atoms imbalanced
R06599,Not calculated,Not calculated,Charge imbalanced
R06600,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06601,-24.793,3.46648,
R06602,-35.73,1.5921,
R06603,-35.73,1.5921,
R06604,-14.55,1.20369,
R06605,-14.55,1.20369,
R06606,-95.8267,1.31456,
R06607,-95.8267,1.31456,
R06610,-0.75,1.13993,
R06611,-0.87,1.12069,
R06612,Not calculated,Not calculated,Involves unknown structures
R06613,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06614,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06615,-12.587,1.15999,
R06616,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06617,Not calculated,Not calculated,Charge imbalanced
R06618,Not calculated,Not calculated,Atoms imbalanced
R06619,Not calculated,Not calculated,Atoms imbalanced
R06620,-19.44,2.89513,
R06621,2.3,1.11438,
R06622,-97.2467,1.51614,
R06623,Not calculated,Not calculated,Involves unknown structures
R06624,-95.4737,1.23446,
R06625,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06626,1.55,0.24,
R06627,-20.33,2.23006,
R06628,0,2,
R06629,-2.3,1.11438,
R06630,Not calculated,Not calculated,Charge imbalanced
R06631,-1.83,1.10974,
R06632,Not calculated,Not calculated,Atoms imbalanced
R06633,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06634,-1,0.351998,
R06635,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06636,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06637,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06638,-3.76,1.07969,
R06639,-3.76,1.07969,
R06640,-3.76,1.07969,
R06641,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06642,Not calculated,Not calculated,Atoms imbalanced
R06643,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06644,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06645,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06646,-3.76,1.07969,
R06647,-3.76,1.07969,
R06648,-3.76,1.07969,
R06649,-1.29,0.608265,
R06650,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06651,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06652,Not calculated,Not calculated,Atoms imbalanced
R06653,Not calculated,Not calculated,Atoms imbalanced
R06654,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06655,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06656,Not calculated,Not calculated,Atoms imbalanced
R06657,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06658,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06659,-1.7,0.632032,
R06660,-1.7,0.632032,
R06661,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06662,-3.4,1.26406,
R06663,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06664,-5.1,1.8961,
R06665,-11.107,0.944721,
R06666,-1.7,0.632032,
R06667,-1.7,0.632032,
R06668,-1.7,0.632032,
R06669,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06670,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06671,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06672,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06673,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06674,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06675,-5.33,2.22272,
R06676,-3.21,1.55284,
R06677,Not calculated,Not calculated,Charge imbalanced
R06678,Not calculated,Not calculated,Charge imbalanced
R06679,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06680,-5.33,2.22272,
R06681,-11.34,1.88486,
R06682,Not calculated,Not calculated,Charge imbalanced
R06683,Not calculated,Not calculated,Atoms imbalanced
R06684,-1.7,0.632032,
R06685,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06686,-1.29,0.608265,
R06687,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06688,Not calculated,Not calculated,Atoms imbalanced
R06689,Not calculated,Not calculated,Charge imbalanced
R06690,Not calculated,Not calculated,Atoms imbalanced
R06691,Not calculated,Not calculated,Atoms imbalanced
R06692,Not calculated,Not calculated,Charge imbalanced
R06693,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06694,Not calculated,Not calculated,Charge imbalanced
R06695,Not calculated,Not calculated,Charge imbalanced
R06696,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06697,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06698,Not calculated,Not calculated,Charge imbalanced
R06699,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06700,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06701,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06702,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06703,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06704,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06705,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06706,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06707,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06708,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06709,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06710,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06711,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06712,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06713,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06714,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06715,-4.36,2.22091,
R06716,-1.7,0.632032,
R06717,-1.7,0.632032,
R06718,-1.7,0.632032,
R06719,-20.64,2.20641,
R06720,-3.4,1.26406,
R06721,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06722,Not calculated,Not calculated,Involves unknown structures
R06723,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06724,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06725,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06726,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R06727,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06728,-2.143,0.675486,
R06729,1.107,0.838025,
R06730,0,2,
R06731,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06732,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06733,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06734,-2.3,1.11438,
R06735,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06736,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06737,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06738,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06739,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06740,-24.0227,1.03587,
R06741,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06742,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06743,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06744,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06745,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06746,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06747,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06748,Not calculated,Not calculated,Charge imbalanced
R06749,-19.42,2.22868,
R06750,-20.33,2.23006,
R06751,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06752,Not calculated,Not calculated,Charge imbalanced
R06753,Not calculated,Not calculated,Charge imbalanced
R06754,-20.64,2.20641,
R06755,Not calculated,Not calculated,Atoms imbalanced
R06756,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06757,-16.91,0.638982,
R06758,-108.28,0.782868,
R06759,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06760,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06761,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06762,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06763,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06764,Not calculated,Not calculated,Atoms imbalanced
R06765,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R06766,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06767,-12.12,4.7735,
R06768,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06769,-6.54,0.922034,
R06770,-1.7,0.632032,
R06771,-4.36,2.22091,
R06772,-7.304,0.707871,
R06773,-1.7,0.632032,
R06774,-4.36,2.22091,
R06775,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R06776,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06777,-6.54,0.922034,
R06778,-6.54,0.922034,
R06779,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06780,Not calculated,Not calculated,Atoms imbalanced
R06781,Not calculated,Not calculated,Atoms imbalanced
R06782,-72.3197,1.94694,
R06783,-72.3197,1.94694,
R06784,-10.56,1.98449,
R06785,-10.56,1.98449,
R06786,-95.8267,1.31456,
R06787,-95.8267,1.31456,
R06788,-69.6397,1.60453,
R06789,-11.923,0.712902,
R06790,Not calculated,Not calculated,Atoms imbalanced
R06791,Not calculated,Not calculated,Atoms imbalanced
R06792,-97.6967,2.27714,
R06793,-11.077,0.950028,
R06794,-4.36,2.22091,
R06795,-1.7,0.632032,
R06796,-3.614,1.17862,
R06797,-3.614,1.17862,
R06798,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06799,-3.614,1.17862,
R06800,-3.614,1.17862,
R06801,-3.614,1.17862,
R06802,-1.7,0.632032,
R06803,-1.7,0.632032,
R06804,-1.7,0.632032,
R06805,-1.7,0.632032,
R06806,-3.614,1.17862,
R06807,-4.36,2.22091,
R06808,-0.87,1.12069,
R06809,-4.5,0.23673,
R06810,-1.7,0.632032,
R06811,-1.7,0.632032,
R06812,-1.7,0.632032,
R06813,-1.7,0.632032,
R06814,-1.7,0.632032,
R06815,-4.36,2.22091,
R06816,-4.36,2.22091,
R06817,-3.614,1.17862,
R06818,-1.7,0.632032,
R06819,-1.7,0.632032,
R06820,-1.7,0.632032,
R06821,-3.614,1.17862,
R06822,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06823,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06824,-3.53,2.40602,
R06825,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06826,-1.7,0.632032,
R06827,-1.7,0.632032,
R06828,-1.7,0.632032,
R06829,-1.7,0.632032,
R06830,-3.09,0.5417,
R06831,-69.8797,2.06637,
R06832,-13,2.31572,
R06833,-93.8797,2.16652,
R06834,Not calculated,Not calculated,Involves groups with unknown energies
R06835,-25.723,2.55073,
R06836,0,2,
R06837,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R06838,-23.123,2.46555,
R06839,-95.6397,1.58564,
R06840,Not calculated,Not calculated,Involves groups with unknown energies
R06841,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06842,2.63,0.290389,
R06843,0.356,1.19502,
R06844,1,0.351998,
R06845,-2.003,0.984391,
R06846,2.3,1.11438,
R06847,0.75,1.13993,
R06848,Not calculated,Not calculated,Involves groups with unknown energies
R06849,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06850,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06851,-95.8267,1.31456,
R06852,Not calculated,Not calculated,Charge imbalanced
R06853,Not calculated,Not calculated,Charge imbalanced
R06854,Not calculated,Not calculated,Charge imbalanced
R06855,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06856,-72.3197,1.94694,
R06857,-10.56,1.98449,
R06858,Not calculated,Not calculated,Charge imbalanced
R06859,-19.42,2.22868,
R06860,-29.5,0.885012,
R06861,1.24,0.525537,
R06862,-3.9,0.728293,
R06863,-0.84,1.42129,
R06865,Not calculated,Not calculated,Atoms imbalanced
R06866,-0.1,0.661856,
R06867,-1.7,0.632032,
R06868,-13.11,2.6323,
R06869,23.24,3.1375,
R06870,-2.317,0.735634,
R06871,-2.317,0.735634,
R06872,-3.614,1.17862,
R06875,-2.317,0.735634,
R06876,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06877,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06878,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06879,Not calculated,Not calculated,Charge imbalanced|Involves groups with unknown energies
R06880,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06881,Not calculated,Not calculated,Atoms imbalanced
R06882,Not calculated,Not calculated,Charge imbalanced
R06883,-92.5767,1.27653,
R06884,-92.5767,1.27653,
R06885,-5.067,1.13068,
R06886,-84.6797,1.20654,
R06887,-113.357,0.732056,
R06888,-92.5767,1.27653,
R06889,Not calculated,Not calculated,Charge imbalanced
R06890,-94.3867,1.28103,
R06891,2.21,1.10605,
R06892,-101.697,1.3646,
R06893,-3.683,0.840143,
R06894,-4.583,2.15919,
R06895,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06896,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06897,1.107,0.84072,
R06898,Not calculated,Not calculated,Charge imbalanced
R06899,Not calculated,Not calculated,Charge imbalanced
R06900,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06901,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06902,Not calculated,Not calculated,Atoms imbalanced
R06903,-14.21,1.13093,
R06904,0,2,
R06905,Not calculated,Not calculated,Charge imbalanced
R06906,3.217,0.898038,
R06907,Not calculated,Not calculated,Charge imbalanced
R06908,-5.246,1.09265,
R06909,-70.6907,2.90491,
R06910,-15.869,2.74348,
R06911,-82.5507,2.67784,
R06912,10.98,1.88595,
R06913,1.857,0.835819,
R06914,-9.803,1.17612,
R06915,-95.9267,1.38919,
R06916,-96.2567,1.54199,
R06917,3.67,1.09642,
R06918,-9.803,1.17612,
R06919,-67.0107,2.77313,
R06920,Not calculated,Not calculated,Charge imbalanced
R06921,-82.5507,2.67784,
R06922,10.98,1.88595,
R06923,1.857,0.835819,
R06924,-41.5127,0.888379,
R06925,-0.1,0.661856,
R06926,-96.2567,1.54199,
R06927,3.67,1.09642,
R06928,-9.803,1.17612,
R06929,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06930,-67.0107,2.77313,
R06931,-15.869,2.74348,
R06932,-82.5507,2.67784,
R06933,10.98,1.88595,
R06934,1.857,0.835819,
R06935,-9.803,1.17612,
R06936,-95.9267,1.38919,
R06937,-70.6907,2.90491,
R06938,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06939,-95.9267,1.38919,
R06940,0.737,0.975521,
R06941,3.76,1.07969,
R06942,-2.163,0.767366,
R06943,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R06944,-2.486,1.23168,
R06945,-99.8667,1.60868,
R06946,-104.907,6.50112,
R06947,-104.907,6.50112,
R06948,Not calculated,Not calculated,Involves groups with unknown energies
R06949,0,2,
R06950,0,2,
R06951,Not calculated,Not calculated,Involves groups with unknown energies
R06952,-83.7797,1.2347,
R06953,-83.7797,1.2347,
R06954,13.38,6.43545,
R06955,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06956,Not calculated,Not calculated,Charge imbalanced
R06957,-41.5127,0.888379,
R06958,Not calculated,Not calculated,Charge imbalanced
R06959,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06960,-16.89,1.3212,
R06961,Not calculated,Not calculated,Charge imbalanced
R06962,-20.13,1.4614,
R06963,-16.89,1.3212,
R06964,Not calculated,Not calculated,Atoms imbalanced
R06966,Not calculated,Not calculated,Involves groups with unknown energies
R06967,3.707,0.790846,
R06968,3.707,0.790846,
R06969,3.707,0.790846,
R06970,3.707,0.790846,
R06971,3.707,0.790846,
R06972,7.967,0.754664,
R06973,-4.25,0.739544,
R06974,-7.554,0.98312,
R06975,-6.314,1.01866,
R06976,1.93,0.763721,
R06977,1,0.351998,
R06978,-5.294,1.25997,
R06979,6.893,1.59617,
R06980,-9.803,1.17612,
R06981,Not calculated,Not calculated,Involves unknown structures
R06982,0.834,1.1071,
R06983,-6.08,1.16414,
R06985,-16.55,1.19027,
R06986,Not calculated,Not calculated,Involves unknown structures
R06987,-5.046,1.20772,
R06988,-6.44,0.702082,
R06989,0.18,1.48312,
R06990,3.13,0.618189,
R06991,Not calculated,Not calculated,Atoms imbalanced
R06992,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06993,Not calculated,Not calculated,Charge imbalanced
R06994,11.94,2.12133,
R06995,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R06996,Not calculated,Not calculated,Charge imbalanced
R06997,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06998,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R06999,Not calculated,Not calculated,Charge imbalanced
R07000,-71.0577,3.75672,
R07001,-71.0577,3.75672,
R07002,-5.306,2.61327,
R07003,-5.306,2.61327,
R07004,-5.306,2.61327,
R07005,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07006,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07007,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07008,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R07009,-28.449,3.37638,
R07010,-28.449,3.37638,
R07011,-28.449,3.37638,
R07012,-28.449,3.37638,
R07013,0.367,2.48489,
R07014,0.367,2.48489,
R07015,-15.869,2.74348,
R07016,-85.4467,2.7284,
R07017,Not calculated,Not calculated,Charge imbalanced
R07018,Not calculated,Not calculated,Atoms imbalanced
R07019,Not calculated,Not calculated,Charge imbalanced
R07020,-95.8267,1.31456,
R07021,-67.3777,3.65578,
R07022,-67.3777,3.65578,
R07023,-5.306,2.61327,
R07024,-5.306,2.61327,
R07025,-5.306,2.61327,
R07026,-5.306,2.61327,
R07027,0.367,2.48489,
R07028,Not calculated,Not calculated,Atoms imbalanced|Involves compounds with unlabeded atoms
R07029,Not calculated,Not calculated,Charge imbalanced|Involves compounds with unlabeded atoms
R07030,Not calculated,Not calculated,Atoms imbalanced
R07031,-3.633,1.95984,
R07032,-3.633,1.95984,
R07034,-26.309,1.86399,
